,cX,cY,topoSig
186,14,18,000000000000001111111111110000000000000000111000011111110000000000000001111111111110000000000000000000111100000000000000000000001110000001110000000000000000000011111111000000000000000000000000111100000000000000000000000111110000000000000000001111111111
187,16,18,011111111111100000000000000000001111111111111100000000000000000011110000111111110000000000000000001111111111111000000000000000000000011110000000000000000000000000011100000011110000000000000000000000011111111100000000000000000000000000011111000000000000000000000000001111110000000000000000
188,12,20,000000000000111111111100000000000000111000011111000000000000000001111111000000000000011111111111000000000000111100000001000000000000110000000000000000000000111111111111000000000000111111000000000000000000111111110000000000000000000000000111
189,13,20,01111000000000000000000000111111111110000000000000001111000001111000000000000000000001111110000000000000001111111111100000000000001111110000001000000000000011100000000000000000000000111111111111100000000000001111111100000000000000000011111111110000000000000000
190,14,17,0000000000000011111111100111000000000000000000111111001100000000000000000001111111110000000000000000000000111111000000000000001000000111111000000000000000000000111111110000000000000000011111111111000000000000000011111111111100000000000000
191,15,18,000000000000000000000011111111000000000000000000001111111111000000000000000000000000000011000000000000000111111111110000000000000000000111111110000001000000000000000001111111000000000000000000000000000111111111000000000000000111011111111000000000000000000100000000011111
192,10,16,0000000000000001111100000000000000000001000000000000000011110000000000111000001100000000000000000111000000000000111111110000000000000011111100000000001000000000
193,10,16,0000000001000000000000001111110000000000000000001100000000000000011111000000000011000001110000000000000000111100000000000111111111000000000000011111110000000000
194,12,18,000000000000111100111111000000000000111110011111000000000000111111111111000000000000000111111111000000000000001111110000000000000000011111111110000000000000111111111100000000000000111111111111000000000000000000000111
195,12,18,000000000111000000000000111100111111000000000000111110011111000000000000111111111111000000000000000111111111000000000000001111110000000000000000011111111110000000000000111111111100000000000000111111111111000000000000
196,12,18,000000000000000001111111000000000000000111111111000000000000011111111111000000000000000000000001000000000000111111100000000000000000000000111100000000000000000011110111000000000000000000000011000000000000110000000000
197,11,17,0000000000000001111111000000000000011111111100000000000011111111110000000000000000000001000000000001111110000000000000000000001111000000000000000011110111000000000000000000001100000000000
198,11,20,0000000000011111111111000000000001111111111100000000000111100111110000000000011100000000000000000000000011110000000000000000000001110000000000011000000000000000000001000000000000000000000111111100000000000000011111111110
199,11,20,1111000000000000000000111111111110000000000011111111111000000000001111100111100000000000111000000000000000000000000011110000000000000000000001100000000000110000000000000000000010000000000000000000001111111100000000000000
200,17,16,00000000000000001000000000000000001100000000111111100000000000000000100000000000001110000000000000000000011111111111111000000000000000001111110111110000000000000000000000111111110111111110000000000000000000001111111110000000000000000000001111100000011110000000000000000000
201,8,16,00000000000001110000000000000001000000001000001100000000111100000000000011111111000000000001111100000000111111110000000000111111
202,7,16,1111111000000000001110000000000000100000001000011000000011100000000000111111100000000011111000000011111110000000
203,15,20,000000000000000111111111100000000000000000000111001111111111000000000000000000000000111111000000000000000111100000000111000000000000000000000011111111000000000000000011111110000000000000000000000000000000001111000000000000000000000111111100000000000000000110000000000000000000000000000000000000000001
204,15,20,111100000000000000000000000000111111111110000000000000000000111000111111111000000000000000000000000011111000000000000000111110000000011000000000000000000000001111111000000000000000011111111000000000000000000000000000000000111000000000000000000000011111110000000000000000110000000000000000000000000000
205,16,18,000000000000000000111111111111110000000000000000111111110000000100000000000000001111101000000000000000000000000011110000000000000000000000000000000000000111111100000000000000001111111111101111000000000000000001111111111110110000000000000000000000000011111100000000000000001110000000000000
206,16,18,000111111111111100000000000000000011111111111111000000000000000011111111000000010000000000000000111110100000000000000000000000001111000000000000000000000000000000000000011111110000000000000000111111111110111100000000000000000111111111111011000000000000000000000000001111110000000000000000
207,20,18,000000000000000000001111110000000001111100000000000000000000111010000000000000010000000000000000000010000000000000000000000000000000000000000000000111111111111100000000000000000000111111111101111110000000000000000000000011111111111101111111000000000000000000000000000011111111110000000000000000000000111111111000000011110000000000000000000011000000000000111111
